review_text,review_posted_date,review_header,review_rating,review_author
Best mobile in this range. Perfect gift for parents who don't use heavy application and need latest and basic features in phone. It's dual sim that too dual 4G and Face unlock. And processor is good enough.,13 Feb 2019,Best mobile in 5-10 k segment,5.0 ,Gaurav Saini
This is very good quality phone. Battery life is very good one time fully charge battery then 2 day good backup. Camera is very good nic clean pic . Touch is very good .,12 May 2019,Nic product,5.0 ,Rahul
"Budget mobile...great look, it is my second mobile..... Super Duper delivery .........I must say 100 out of 100 for ur delivery",11 Jan 2019,Super Duper Delivery,5.0 ,MUHAMMAD ASHRAF DAR
"Nice for people moving over to smartphone for the first time. Slight performance issues, brightness is bit less, but good overall for normal usage. Good phone at this cost.",10 Apr 2019,Performance,4.0 ,Ajit
"A better competitor in market in budget phones, everything is astounding either it's buildup, battery life, colour or features",18 Oct 2018,Best phone,5.0 ,Neeraj B.
"This is the worst mobile ever I have Purchased and want to replace it but no any options available for return... Please guide how to return this product,, Guys, please don't purchase it",05 Jan 2019,Receive faulty product,1.0 ,shivaji
I bought this phone for the first time online was quite unsure of the product but I got it in good condition love it's picture quality and sleek look It's a must buy for everyone,23 Feb 2019,Best best purchase,5.0 ,Aliya
"All good in this price range. Pros Battery. OS upgrade does not slow down phone. Had faced slow down from earlier sony, samsung, Motorola, etc. Cons Ads. Unable to uninstall built in apps.",14 Jul 2019,More than good for this price range.,4.0 ,Biju Menon
Phone battery is not up to the mark if compared with 5A. It also laggs. Though it's higher version than 5A still my 5A is performing very good compared to 6A. I don't know what's the problem. But I will give 5A 4* and 6A 3* due it's performance.,21 Jul 2019,5A is better than 6A performance wise except face recognition.,3.0 ,Sagar Vyavahare
Not so bad phone in this price range,25 Sep 2018,good phone,4.0 ,ANGSHUMAN DUTTA
"Bought it a week ago... recommended ONLY if you are a light user. The screen-light fluctuates when set at low brightness mode...dats the only problem I have encountered 😣. The internal memory is not much...out of 16 GB, you will only have somewhat about 6 GB because the rest of the memory is occupied by system apps 😌.",18 Nov 2018,Two Main Problems 😌,4.0 ,Ritik Raj
Third class. Camera is not good. Build quality is very bad. Performance is very poor. Utter flop phone,09 Jul 2019,Everything on amazon is of low quality,1.0 ,Amazon Customer
Awesome product,30 Jul 2019,Awesome product,5.0 ,Muskan
"Touch stopped working after 1 month, service center denied for replacement, asking for money, Never buy Mi , you will regret later",16 Mar 2019,Touch stopped working,1.0 ,Abhishek S.
Not happy with this after using this mob from last 45 day from last couple of days it lag and some times it totally fridge I also use reddi 5a which is far better then 6a .Lag in multitasking.6a processor is not as good as 5a have .,17 Nov 2018,Phone Hang issue,1.0 ,VKG
only one line to say if you have limited budget then go for it blindly.... really nice at this price,13 Jun 2019,at this price good choice.,4.0 ,prasham
Phone was worth for the price range.. display and sounds are really good..but battery capacity is less.. so will be tight to run for a complete day if you are a heavy user..otherwise price worthy product..,26 Jan 2019,Battery drains out quickly for heavy users..,4.0 ,KIRAN
Xiomi products always rock outstanding quality in very competitive prices...if you wish to waste your money just buy any expensive product ...but if you want same quality in less than half the price ..redmi is product for you...it's 8th redmi phone in our family and we just love it,09 Mar 2019,Superb product at most competitive price,4.0 ,Vanshika Bhardwaj
"Average plus phone at avg cost Great battery, avg. camera quality, good processor speed, great look, same time sleepery. Size of phone is very handy and great experience to have this at 5998 Overall I m happy with my mi 6A",21 Oct 2018,Values are at front seat against price tag for this cutie,4.0 ,Amazon Customer
"Brought it for one of my friends, budget phone with ample features like camera, good battery backup etc.highly recommended",04 Feb 2019,Best budget phone,5.0 ,Yogesh Mohan
"We have opened this mobile with lot of excitement, it has everything what I am looking for like amazing finish, display, size of screen, body colour shine, memory, battery and most important factor is cost. Felt very happy with delivery service and good to see made in India mark😀",04 May 2019,Most fit mobile,5.0 ,Amit Sethia
"The worst thing on all mi phone is the gyroscopic sensor doesn't work,and personally after 3wk uses of mi6A , battery drain so quickly,face unlock never work properly even you can unlock the phone faster in pattern,better to invest more and go other good brand.",29 Oct 2018,Wrost mobile ever seen,3.0 ,Shivam
"Redmi 6A provides the best deal at 6500 bucks. Its decent in every department, fast processing, accompanied with long battery life, camera is decent, all in all redmi 6A could be ultimate deal for starting range and first time smart phone users",03 Jul 2019,Need a smartphone which can do your basic daily jobs and budget is sub 7000 just go for redmi 6A,5.0 ,SOUMYADEEP DAS
"I have received defective product on 11 May and i raised the issue of replacement but still not replace...one more thing to tell you about it..you can not give one star if you want to give because all perfectly sets in Amazon app , don't look at my stars",18 May 2019,I have received defective product,5.0 ,Prashant Rai
It has bloatware. But I found Asus Zenfone lite L1 is more faster than this and having not bloatware . Zenfone lite L1 has octa core processor and it's price is only 4999 on Flipkart during weakly sale. At,08 Mar 2019,I hate bloatware.,3.0 ,Raghvendra
"Recommended for purchase, easy to learn, best for gift to smart phone learners i.e. grand praents..",23 Jun 2019,Recommended for buy...,5.0 ,Pradeep Dogra
Those who much like to take photographs dont purchase any model MI its having very very poor quality of pictures. I suggest not to purchase this MI phones.,09 Jul 2019,Poor picture quality even with 13 mpixel dont purchase MI phones,1.0 ,Sachin Nandurwale
Picture quality is average. Sound is also average and battery life and charging time is very good at this price of 5999. This is best mobile at this price.,15 Oct 2018,Best phone in budget,5.0 ,Rajesh
Operational performance is good but battery life is very poor.. I am not able to watch a full length movie online either on WiFi or 4g even though the phone was charged 100%.,16 Feb 2019,An average product..,4.0 ,muralipml
After using 1 month I am writing this review In 6000 rs this phone is good performance and good battery backup. I have found only one problem that is the spekers sound quality is very slow . Otherwise all features are nice.,17 Jun 2019,Go for it if you want to buy a low budget phone,3.0 ,Atul Kumar Verma
Superb phone at this budget and excellent value for money plus all the features built in with the latest version of technology and software updates.,23 Dec 2018,Superb,5.0 ,Anand
"the phone has great feature in this price and battery life is good to last for 2 days if you are talking only and if play games then one day batter is there without any charge in the middle of the day.,",24 Apr 2019,great phone,5.0 ,Sanjay Gautam
It’s a very nice phone.Perfect for the price.Audio through headphone jack is better than samsung phones.Phone runs quite smoothly.Not found any issue of lagging or hanging.If your budget is 6000 rupees.Go and grab it without any delay or hesitation.Believe in MI products.They will always satisfy you.,10 Apr 2019,Best for the price.,5.0 ,shivam saurav
Not worth buying this phone. Within 2 months the Front camera stopped working. I tried resolving the issue by multiple times resetting the phone as per the RedMi customer care solution to resolve this issue. Finally Today I am going to get this checked in RedMi Service center in Noida.,15 Apr 2019,Not worth buying this phone. Within 2 months the Front camera stopped working.,1.0 ,Anuj
In the budget of 7 thousand it has 13mp camera and front camera has a portrait mode and both the cameras are amazing u can see the quality. Pubg will work on this device well. Graphics can go up to medium. Battery works for a full day. Keep ur phone at charging in the night for 3 hours it would be full charged under 3 hours.,04 Jan 2019,Pubg Will Work Well On This Phone,5.0 ,Aarav Obhan
Overall a budgetted phone nice package video and picture quality very impressive selfie having blurred option a very nice feature battery life is good sound quality nice clarity,02 Mar 2019,Overall good package budget phone,5.0 ,mandeep
"Looks are awesome Battery life is decent Camera is good but it's not that smooth, it lags occasionally I don't recommend you to buy it if you spent 70% of your time on phone but if u want to gift someone who uses less then go for it.",02 Jun 2019,Average phone but price might go lowers based on performance,3.0 ,Dhruv Sharma
"Please don't buy this 6a mobile,, I have returned this mobile to seller because of battery backup very quickly dry out. Then second time I got replacement item from seller with some other problems that is phone display edge & touch screen not seated properly. This is bad experience for me that mobile buying online..",25 Mar 2019,Worst mobile 6a..redmi.,1.0 ,Magesh R
Bad things-Processor is hanging & don't try to update miui-12 bcz it hangs smart phone more than before... Another bad thing doesn't recognise second slot for sim card 2.,01 Dec 2018,All over misbehaving smart phone....😔,3.0 ,Ankit Kumar
Overall nice product. But now after 4 months I'm facing and issues like phone hangs a lot. Sometime takes 20-30 min to start working again. I would not recommend this phone,16 Jul 2019,Careful,2.0 ,Prachi K
"Speakers are not audible as placed on the back side and often closed against surface. A speaker at bottom, next to usb would have been great. As you know budget phone cannot have a great picture quality. Battery backup is slightly above average.",16 Dec 2018,Good only for light users,4.0 ,Buy Smart
"Way to go, if you want a budget phone with great features this is it.",11 Dec 2018,Perfect choice for the budgetary phones.,5.0 ,AKSINGH
When every time I will buy new things. some of the time I will take and give my experience to another customers. It little bits good. It's more satisfied for below 10 k users.,14 Nov 2018,I satisfied 70% with in this stage.,4.0 ,NANI
"I would definitely say that this phone is one of the beat phones at this price But I would definitely say that there must be available a 3 gb variant too so that one could play PUBG easily But at all including camera quality,speaker and everything it's quiet good.",21 Jun 2019,Best phone at this price,4.0 ,Bhavuk K.
Nice quality camera but price must 7000 in offers we get 7000 otherwise 8000 so you must reduce the price & camera quality too good front camera have the bokeh super thank you amazon for this lovely product,19 Dec 2018,Nice thank you 😍,5.0 ,Sumanth Naik
Super camera quality amazing..very gud batry backup worth 3000 man super ... All very gud.. mainly not heating problem ... Low heat for all general mobiles...very nice I like this ..all performance super ...agps with glonass tech and compass .. No infrared and no fingerprint sensor .....,18 Apr 2019,I like this read this,5.0 ,kumar
"I have purchased phone dt. 04/03/19 &using mobile with one sim, after one month when I used second sim then 2nd slot was not working condition then I go to service center they chanced my phone mother board after one hr 2nd slot is not working I am very tiead don't purchase mi 6a",10 May 2019,Don't purchase mi6a,1.0 ,Ratish Kapoor
Very good product. Good quality. one of best phones from Redmi within budget .,12 Nov 2018,Just go for it. Good features in less price,5.0 ,Amazon Customer
The set is good except a bit smaller size. Recommended in low budget category. Camera and sound quality are good within the specifications.,03 May 2019,Nice Product in Low Budget Category,5.0 ,Dr. Rakesh Jain
I like this phone a lot because of it very slim and weight of this phone is very little but sometimes when I open more no. of application this phone work slow. But no more other issues.,13 Dec 2018,Nice 📱 👌,5.0 ,ravi chandan
Everything was awesome by Redmi . I gifted this to my mom. She was very happy now. Even it was user-friendly opd people also use like pro,02 Jun 2019,Top one,5.0 ,prudhviraj
Good product and awesome dilivary by amazon......,29 Sep 2018,Awesome product from mi again,5.0 ,shyam Lal
Camera quality is ok but devise gets heated while chage the mobile or while using more then also devise gets heated i dont want say what I order this mobile each and every mobiles get heated while if it's swith off then mobile is cool,03 Jul 2019,Good at price quality is upset to me,1.0 ,Ram prasad
"i would recommend having amazon prime subscription to everyone , it simply superb to see such a fast and secure delivery, the product delivered were as promised ...I wanted to gift this phone to my Dad and he was so pleased with the delivery speed and product..thank you Amazon...",30 Jan 2019,"Amazing product with amazing price, superb fast delivery",5.0 ,Sunit S.
Returned this product... Very slow processor and very ok ok product better to go for some other model,13 Aug 2019,Not worth buying,1.0 ,Vinita
"Good mobile..But its RAM & ROM are very low as Operating system itself is taking a lot of memory & storage... So it getting hang while opening two three apps together.. Anyway, in this price range it is ok...",26 Jan 2019,Good Phone in its Price Range..,4.0 ,RAJEEV KK
1) The battery charged 100% at night drains out 50% in the morning WITHOUT USE 2) The idea of speaker at the back is hopeless. 3) The 10 day return policy is insufficient and not justified. 4) will not order anything from amazon if product is not replaced with a perfect one.,05 Apr 2019,"THE PRODUCT IS USELESS, NOT UPTO XIAOMI STANDERD. LOST FAITH IN amazon. return back the product.",1.0 ,R.C.KASHYAP
Very good product in this price segment,24 May 2019,Value for. Money phone,5.0 ,Harish
I liked this product at this price but I think you should give the cashback atleast Rs 200 it sound is at the back and if phone kept down then less sound is produce if someone calls atlast should give cashback atleast Rs 200 I was waiting that Amazon will give cashback but not so please give cashback.,13 Feb 2019,Give cashback sound quality not good.,3.0 ,fenil gandhi
Phone is good overall but it seems longer . Screen is 5.45 and they just increased the length not width . Actual price is 5999 but they are selling on 6599 this is not good,06 Dec 2018,Budget Phone,4.0 ,sudhir
"I bought this product on 29 th Dec.2018 and started using from 15 th jan 2019 for the remembrance of Pongal. Within 20 days, camara is not working , we have gone to Secunderabad service station, till today 17 th feb 2019 we have not got either replaced or repaired. I am a regular buyer in Amazon",17 Feb 2019,Poor quality or damaged product delivered.,1.0 ,Amazon Customer
"Best budget smartphone ever...! Quite impressed with the performance and look. Light weighted mobile though.., but vibration level is not good, even the mobile is in vibration mode.. I can't recognize the notifications when if is in pant pockets.. That's the only flaw I am having....",25 Mar 2019,Best budget smartphone,4.0 ,Ebin Solomon
"The phone is great to use as a secondary phone, mainly used for making calls and messages. This is not meant to take too much of load. Playing games sometimes makes it too much slow. Thank You!",24 Jan 2019,Good phone at low budget,3.0 ,Ankit Ku. Sahu
It does not have ir blaster and the battery is only 3000mah and the camera is blurry.,14 Jan 2019,I would like others to not buy this phone sucks and because of the requirements above.,5.0 ,B. Rajshree
Best budget smartphone. Low light camera is not up to mark but overall no issues in lagging or heating. Image stabilization is worth to the price. Sound quality is average but call quality is perfect. Easy to hold and operate. 🙏 Thanks.,24 Mar 2019,Excellent,5.0 ,Amazon Customer
Superb phone.. There are few more additions compare to 5a... Front camera as portrait option I loved tat feature in it... So selfie itself looks like a high quality photo....,08 Jul 2019,Very nice..,5.0 ,Amazon Customer
few cons- 1. lags too much 2. cameras face unlock doesnt work properly cause of its front camera pros - costs 6k overall good normal usage phone,10 Feb 2019,Overall Good Phone At 6k,4.0 ,Amazon Customer
Somewhat good but it hasn't Snapdragon processor it has mediateck processor so sound quality not good.,05 Apr 2019,Redmi 4A best more than 6A,2.0 ,NSD.
Quick delivery by Amazon... Amazing phone at such low price.. satisfied..😊😊,13 Mar 2019,Best for the price,5.0 ,Yuvraj Jasrotia
"Mobile is not loaded with anything , but feel like hanging all time .. I guess UI OR software problem",18 Oct 2018,Not happy,1.0 ,Sunil
1- Design (good) 2- performance - (fair) 3- value for money -(excellent) 4- features -(good) PROS::---1. Taller 18:9 display 2. Long battery life 3. Micro SD card Cons::::- 16 GB storage too less,04 Jun 2019,Value for money,4.0 ,nitin panchal
"I purchased this mobile on lightning deal. After using few days and updating that Battery life is very worst. Charge is staying for only 4-5 hrs after fully charged even if it is ideal. still i am using only one SIM. if I use dual then not able to imagine the battery life. I guess, Amazon have cheated by offering this kind of deal.",23 Oct 2018,Battery life is very worst,3.0 ,Not Good
"Charge cable is very short. Budget phone using only for calling, WhatsApp and to watch Videos on different apps link Amazon Prime, Zee5, you tube etc",07 Nov 2018,Very short charger cable,4.0 ,Anant
In this phone... During call the volume is automatically increased and decreased...This problem is faced by me during talking with my friends or anyone..... Ish phone mai aapnai aap ishka volume badh jata hai Aur phir ghat jata hai jab kishi se hum baat kartai hai tab,09 Aug 2019,Ish mai volume problems hai...,1.0 ,Gautam Roy
"Overall a nice phone for not so heavy users. Purchased it for my uncle. Nice looking phone with decent camera, battery and good processor. With a price range like this highly reccomended. Thanks Amazon",17 Nov 2018,A decent phone for low end users,5.0 ,Rampal Bhardwaj
"Ergonomic design, really cool. Im happy with it. Wish the Artificial Intelligence in software was just on top of the game with language fluidity etc. Overall phone is awesome. great camera, fast phone.",10 Jul 2019,Awesome phone.,4.0 ,Luke Mendes
It was worth buying it.. No any issues i have found. Its smooth and delivered in good packaging and i love their delivery boys they are so good in communicate and supportive. Love the redmi & love the amazon services. Overall my experience after buy this 9.5/10,17 Mar 2019,Smooth & Safe Delivery,4.0 ,Aarav Roy
Mobile is good but Blue dart is not giving delivery services for villages i want to request Amazon please next time don't give my order to Bluedart,06 Oct 2018,Please Next time dont Give my order to Bluedart Thank you,5.0 ,Gourav kamboj
"After watching few cricket matches on it, the loudspeaker of the phone started making stretching noises.",17 Jun 2019,Good phone in this price range.,4.0 ,KC
"This phone is best for casual users who only use Facebook ,Instagram, WhatsApp. (Basic applications are very fast). Video (watching movie) quality is not that good . Not recommended for gaming users. The user interface is excellent. Battery life is average( more power is needed to run the phone).",12 Jan 2019,Best low budget phone. Go for it,5.0 ,godvin joseph
"Awesome phone for 5999,good build quality,light weight ,slightly hanging but no problem at all for normal user,camera qualities are more then expected slightly better then my redmi note 3 model,if you are normal user just go for it.",19 Nov 2018,Awesome budget smart phone,5.0 ,SAGAR G
"I Got a new this phone, simple budjet phone on redmi6A, camera pixel and screen are good, Other MI features is better, sensor reaction awesome, Small disadvantage this phone what? Slowly performance, RAM and processor slow that's it I think,. Sleeky design, LOOK LIKE DESIGN...",31 Oct 2018,Redmi6A Features,4.0 ,MANIKANDAN.K
"All apps are able to download except whatsapp which is most important. My wifi is working good, other apps are working but what the hell problem with this app.. It is continuously showing installing new installing but it doesn't happen in the end.. Now am very fed up.",09 Jun 2019,Face recognition,2.0 ,Kaamini Sisodia
"dont purchage this product guys its camera not clear and prising issue number of times for a day slow operating also, totally product was not good for all",18 Jan 2019,Phoen was very poor condition not value for money,1.0 ,Priyanka giraph
I am using MI Redmi Phone for last 3 years without any problem. This Redmi 6A is very attractive and nice in look...I Like It... Battery life is very good....Camera is average.Very Good Phone in medium range.,09 May 2019,VERY NICE PHONE...,4.0 ,ANURAG CHAUDHARI
problem is the internal storage space. The operating system takes 14 gb you are left only with 2 gb for all your data.,09 Aug 2019,Internal storage space is full by their operating system..,3.0 ,Haresh Chugani
"Good phone for its price. Is actually good for daily basic usage. If u intend to do heavy gaming or other heavy stuff, then its not for u. Decent battery life, and good display too..",09 Aug 2019,Good for the price...,4.0 ,rohit
I am fed up with unwanted apps which pops up every now and then and gets installed on its on. I think it is nice pick under given price tag except for this MIUI and MI need to discard this feature...,16 Feb 2019,Adware and unwanted apps,3.0 ,S B.
"Good budget phone for any one India. - Battery life is shockingly good. (ha) - Phone feels amazing in the hand - Durability of this thing is on point, designed to last instead of break. - Speaker sounds not up to mark and even volume. - Design part I love it very much",07 Mar 2019,SUPERB LOW BUDGET PHONE,5.0 ,RAVINDRA S.
Phone OK for normal use but I feel kind of laggy Infact during normal use.. 2 GB ram now just for casual users.. So think before buy... Camera is quiet nice though,02 Dec 2018,OK phone if going for 2 GB varient,3.0 ,Vibhav singh
"Will not say that phone is superb as I haven’t used it properly, but yes product is good looking and premium when holding it. Also working in good condition",12 Oct 2018,Happy!,4.0 ,Amazon Customer
"It is a low budget phone with all the mi things bundled in it for a smooth experience. If you use it for moderate usage, you can just go for it without any hesitation and can use it as a secondary phone or for a first time Android phone user. After all, Mi phones by Xiaomi are the best right now.",27 Dec 2018,Cheapest Redmi phone but lives up to its reputation.,4.0 ,Amazon Customer
1week using this phone it was creating problem like screen britness automatic low light and I was also stop automatic britness then it is also showing low light and I m not able to view contact and hot star. So plz replace this item,02 Jul 2019,Bed quality selling by amezon,1.0 ,Rj
That is a good phone in this budget. I bought 32 GB variant. However screen needs protector.,07 Jan 2019,Value for money and Good Quality,5.0 ,Shiv
I need this mobile urgently tayhs why i m not retuning the device but sealed was break first time i seen this type of things in amazon,15 Feb 2019,Mobile box sealed was break,3.0 ,Aadil Sk
"Light in weight and infacr so delicate. After a month experiencing network issues/ call dropping and sometime takes time to connect. I also use Iphone with same airtel network, soni am sure this is problem with phone.",27 Mar 2019,Better to spend 1 or 2 more k and buy old model redmi Note 3,2.0 ,Harish
Ontime delivery as promised Gifted this phone to a biggener. Stylish and easy to operate the functions,25 Feb 2019,Features of mobile good as per rate,4.0 ,Komal
Wow amazing good mobile Sema 6k segment la intha mobile vida Vera ethuvum illa camera sound display battery ellame super face unlock super totally it's a amazing💕😍,05 Nov 2018,Mobilena ipadi irukkanum super,5.0 ,KUMARAN M
just while in games...it get a little bit heat....but otherwise....no hang ...no sound noise....battery is perfect....overall decent product!!,19 Jul 2019,very good product,5.0 ,Amazon Customer
In this Price range this mobile is very good . Camera is good Screen size is good . Rom is only 16 gb but u can increase it by memory card . so you can go fot Redmi 6A.........,09 Nov 2018,Budget n Economical Phone,4.0 ,Sunny
"Product is over all good as far as hardware is concerned but it looks like software is not handled well with 6A.. Lot of issue like auto calling, screenshots while talking on phone.. I'm extensive user and using 5A as well.. 5A is much better that way..",28 Nov 2018,Not as good as 5A overall,3.0 ,yogesh hemrajani
Yah..I will recommend this phone for students.. you don't need much apps in your phone..true.. And it looks good in your hand.. overall I love the phone..even I'm thinking to buy this phone again to gift it to my sister,16 Jun 2019,I like the features and also the price..,5.0 ,Srishti Bharali
Sound quality best so awesome battery life 24 hour internet on very big battery life so nice and display so awesome,08 Feb 2019,Very Nice product,5.0 ,Brijesh
"This phone is nice and a pretty much good budget phone... It does the basic tasks smoothly but sometimes crunches due to lag Overall, a decent phone but not for gamers at all...",08 Mar 2019,Nice phone,4.0 ,Debartha Paul
Good product at this price...gifted to my wife..good speed..sound quality.. battery life good,30 Jun 2019,Great product,5.0 ,Amazon Customer
"Pos: This is best budget phone for non application user's. 1. Sound, camera and screen quality is good. Cons: more application installed on this budgeted phone is not good. Battery backup is not good. Battery will not stay one day,If we use phone heavy.",21 Oct 2018,Best budget phone for minimum app users,3.0 ,Karthikeyan
"After 2 months of usage, it's getting discharged on 80% battery left. Very slow charging .. excessive heat Finally it's battery exploded! But service centre is denying the repair, though it's covered under warranty",29 Mar 2019,"Pathetic poor battery life, slow charge..battery exploded",1.0 ,saket
"Camera quality is very good , value for money . Over all product is very good.",21 Jun 2019,Very good mobile,5.0 ,Payrem sunil
Such a wonderful mobile nice product don't waste my money I am so happy I wish you a wonderful product redmi MI 6a such a low cost low budget nice pictures I am so happy thank you very much,07 Jul 2019,Such a wonderful mobile so cute so quality e nice features very low budget mobile nice pictures 👌,5.0 ,Shake hamedbahsa
"good product , can say value for money .. but cannot be called as the best . sometimes it hangs",10 Jul 2019,good product,4.0 ,SNG
Poor signal strength. Can not browse net on 2G or 3G or 4G. More than 50% time phone is not reachable dispite showing 4 bars in signal strength.,22 Aug 2019,Poor product.,1.0 ,JS Dhaka
"Although price is less, but performance is not up to the mark. Don't go after money and invest 1-2 k more and buy other model of MI instead. Hangs while unlocking And perfomance is slow along with not a good battery life.",14 Aug 2019,Not great performance,3.0 ,NAVNEET
Nice phone at this price range..but battery drains a bit faster..else going to see in course of time,02 Apr 2019,Affordable phone at this price range,5.0 ,Verified customer
Within a month itself my ear speaker started having low volume. Showed the set in a service center.. They told that they have requested new speaker and shall call me as and when it arrives. I didn't expect such a problem from redmi. The service centre was good.,26 Feb 2019,Ear speaker defective,3.0 ,Sandeep T George
Face Unlock feature thoda slow hai thoda aur behtar hona chahiye thoda processor bhi aur better hona chahiye pls you focus your products and compair to other companies product every category before launch because other companies gives better on this payment,10 May 2019,It's good not a better,4.0 ,Manoj Singh
"1. Handy dur to its perfect dimensions. 2. Multitasking, fast, quick response. 3. Wow! Takes decent selfies and pics for the price that it comes for. 4. Adore the long battery life. 5. All in all a very good smartphone for Managing day to day activities.",07 Nov 2018,Excells in all aspects,5.0 ,Iqbal Hussain
Nice and classy product,12 Oct 2018,Terrific,5.0 ,Saurabh Kansyakar
Good but expected bigger battery with the same price tag. Processor is not good lagging is a problem Dual volte is good but the problem is the second sim remains not reachable (signal is there) to other persons.,26 Jul 2019,Not highly recommend,3.0 ,Amazon Customer
"Redmi 6A is best mobile in low budget, battery back up is good and look is also superb",19 Feb 2019,best mobile in budget,5.0 ,SWEETA
"Good camera and battery if I use normal it last for 2 days. But only 1 problem which I faced is many times it stops application in between, it kill apps and stop in middle. Even small apps.",17 Jun 2019,Value for money,4.0 ,chandan
"The phone is good at its budget, pic quality h some what good, battery is impressive, the phone is lagging as it is 2gb , for normal use it is a good phone.",04 Mar 2019,Good phone for normal use,4.0 ,Anirban
Superb mobile in such a low cost and all specifications are accurate as mentioned,24 Jun 2019,Good product for common man and if your father using touch phone first time this product is for you,5.0 ,Neelesh Pratap singh
Overall mi phones always ranks in battery life and camera. But in this price overall pakage is good looking. It is better for general usage. Not for heavy usage. Since it is low mid-range device to me.,13 Dec 2018,Best product in its price range,5.0 ,Nanjuntesan
The phone works good onky for some days and then it starts to hang you cant even use the maps properly even after formatting the mobile and PLEASE DONT UPDATE THE MOBILE THE MORE YOU UPDATE THE MORE WORSE IT GETS IN RAM MANAGEMENT AND KEEPS LAGGING !!,27 Mar 2019,Worse Stabilization after updates ! Cant even use maps properly !!,1.0 ,amit tiwari
Budget oriented phone. Decent picture quality not that good in low light that MI should work upon. Battery life is decent. Sound quality is okayish. I purchased this phone for my mom n she liked it. In this price range this phone is cool.,24 Jan 2019,Decent phone in this price range,4.0 ,Aniket d.
In start it was good. but after sometime it started lagging. Screen freezes sometimes. Heats up too much if even played 1 or 2 videos. Battery Drains in 2 to 3hrs. Very Bad product,29 Apr 2019,Don't buy this.,1.0 ,Adi Pdarshi
"I hate a single thing only in this That is, YouTube on it plays not very smoothly as compared to any other smartphone and sharpness of any video is like i playing it in 144p i think display is not very good as compared to Mi's redmi 2 in this price range",24 Nov 2018,A good smartphone in this price with best battery life,4.0 ,Aaqil
Audio is an issue while talking. Boths side see drop in audio at times even though the signal strength is good. The touch screen in sensitive and adds/changes setting when the set is held closely to the face while talking.,22 Jun 2019,Good phone but with audio issues,3.0 ,Kindle Customer
"I regret ordering this mobile from this particular site as the mobile phone I have received, its power adapter isn't working n neither does it contain the warranty card.",24 Dec 2018,A regret purchased,3.0 ,Shivangi Srivastava
Phone is not good or not bad. Decent phone. But. Amazon delivery service is very good. Camera quality decent. Battery life is good. Face recognition is bad 👎.,08 May 2019,Bekar phone. best slow phone,1.0 ,SARAJ SWARNAKAR
"the product delivery facility is worst ever i seen. the amazon courier man don't know how to talk. i suggest to every person to buy it with your own risk otherwise what the product is god knows, either soap or brick",13 Oct 2018,delivery service,2.0 ,abhishek
"Features & services haven't worthed costing it 7000/- + Phone is very slow, laggs during multitasking Instagram, YouTube etc take time to load Notifications from mail doesn't show. It has to enter on the app & reloaded manually. Only then shows",21 Jan 2019,Very much LAGGED Phone,2.0 ,Subhro Bhattacharyya
Achha phone hai... Sasta aur tikau.... Best budget phone... Camera is okayish... Battery life is good. Cannot handle a lot of apps and Games... Wont run PUBG... Sorry,08 May 2019,Achha Sasta aur Tikau,5.0 ,Spitfire
"For the price, there are no complaints. Bought for my father, has no problems using it. Software and hardware both satisfactory..",11 Jun 2019,Worth the money,4.0 ,Ketaki
Phone specs looks good. But not up the mark. Sound quality is very poor. Redmi 4a was far better. Camera portrait mode works good thanks to The helio processor.,29 Sep 2018,Super phone with poor sound quality,4.0 ,Krishnan
"For the price the mobile is very satisfactory, and has all the function my aunty needs. Ease of use and not very complicatrd",23 Dec 2018,VALUE FOR MONEY,5.0 ,LALITHA V
This phone is amazing I love this phone thank you amzon good deal. And best prize and once again thank you AMAZON,12 Oct 2018,Thank you AMAZON good deal.,5.0 ,khan
Better at this price. 1.Less colour options in notification light. 2.Face lock 👍🏻 3.Compact hands on feel. 👍🏻 4.Display clarity is just ok.(nothing special). Go for it at ₹5998.,24 Jan 2019,Better phone at ₹5998👍🏻,4.0 ,A88775
This phone is law budget but also law quality better life is worst and also fuction very slow Possibllty that Amazon seller change the bettery or bettery charge cause phone box Wasn’t company pack,24 Feb 2019,Not to buy this product,1.0 ,Kaivalpatel
"This is an excellent product for the price range. Has all the basic features one will need, for a normal user.",25 Dec 2018,Excellent Product for the Price,5.0 ,ISR
The phone stopped working within 6 months. I need a copy of bill where can I get it from. Had taken the phone to mi store they are asking for a copy of bill,03 Feb 2019,Try it to believe it. Gift it to ur loved ones.,1.0 ,Sumeet
Very good mobile as we know about redmi I fell in love with redmi no one can compete at this price. I first bought mi 4 now 6a but just I'm feeling that rear camera quality and display is not better than mi 4 but phone is really good. Thank you so much Xiaomi.,12 Oct 2018,Thank you so much Xiaomi,5.0 ,Muddassir Alam
"i bought it for my father, this is the second one , though the 1st one i got it offline, shiping and pakaging is superb , its one of the best cheapest phone available. and mi have made its name",22 May 2019,go for it if ur budget is 6k n not fir gaming,4.0 ,jae
"All sensor are not good as much other redmi products, sound is little low and come-on xiome, need to sell without flash sale",19 Dec 2018,Good product for this price,4.0 ,Divyesh
Display is awesome but sound quality and battery is does not compliment the quality and reputation of redmi,22 Dec 2018,Acceptable,4.0 ,pramod
Good product at this price with dual volte and dual camera.,03 Jan 2019,Go for it,4.0 ,SurAj Soni
Adequate battery life and general smartphone features available at the lowest price is the biggest advantage.,26 Jun 2019,Worth the price,5.0 ,Srinath Tudu
